Tm,Salary,Cap Hit,Player
ARI,"832,500","885,833",Clayton Keller
TBL,"832,500","894,166",Mikhail Sergachev
OTT,"832,500","863,333",Thomas Chabot
NYR,"832,500","863,333",Brett Howden
ANA,"832,500","863,333",Sam Steel
ANA,"832,500","863,333",Max Jones
ANA,"832,500","894,166",Jacob Larsson
DET,"832,500","863,333",Evgeny Svechnikov
BOS,"832,500","863,333",Jake Debrusk
OTT,"832,500","863,333",Logan Brown
CHI,"832,500","863,333",Dylan Strome
CHI,"832,500","863,333",Alexander Nylander
CBJ,"832,500","894,166",Pierre-Luc Dubois
COL,"832,500","885,833",Tyson Jost
ARI,"832,500","821,666",Christian Fischer
WPG,"825,000","775,000",Tucker Poolman
PHI,"817,500","784,167","Vorobyov, Mikhail"
NJD,"800,000","750,000",John Hayden
WSH,"800,000","800,000",Travis Boyd
OTT,"800,000","800,000",Cody Goloubef
MTL,"800,000","800,000",Christian Folin
BOS,"800,000","800,000",Steven Kampfer
OTT,"800,000","800,000",Tyler Ennis
CHI,"800,000","778,333",Alex DeBrincat
WPG,"800,000","850,000",Carl Dahlstrom
PIT,"792,500","767,500",Sam Lafferty
LAK,"792,500","759,167",Austin Wagner
MTL,"792,500","771,666",Cale Fleury
BUF,"792,500","767,500",Victor Olofsson
DET,"792,500","759,167",Christoffer Ehn
VEG,"792,500","791,667",Nicolas Hague
CBJ,"792,500","792,500",Jakob Lilja
NYR,"792,500","792,500",Alexandar Georgiev
MIN,"792,500","767,500",Kaapo Kahkonen
FLA,"792,500","773,333",Riley Stillman
WPG,"792,500","817,500",David Gustafsson
ANA,"792,500","820,000","Comtois, Maxime"
SJS,"785,000","768,333",Noah Gregor
OTT,"782,500","765,000",J.C. Beaudin
NJD,"782,500","749,167",Jesper Bratt
CAR,"780,000","746,667",Warren Foegele
EDM,"775,000","741,666",William Lagesson
BOS,"775,000","750,000",Karson Kuhlman
STL,"775,000","722,500",Vince Dunn
VEG,"775,000","775,000",Brandon Pirri
WPG,"775,000","741,667",Mason Appleton
CGY,"775,000","755,833",Rasmus Andersson
LAK,"770,000","745,000",Sean Walker
MTL,"760,000","748,333",Victor Mete
OTT,"750,000","750,000","Paul, Nicholas"
NSH,"750,000","750,000",Miikka Salomaki
NYR,"750,000","750,000",Greg McKegg
ANA,"750,000","750,000",Michael Del Zotto
BOS,"750,000","725,000",Connor Clifton
TOR,"750,000","750,000",Nick Shore
EDM,"750,000","750,000",Tomas Jurco
MIN,"750,000","725,000",Nick Seeler
TOR,"750,000","775,000",Trevor Moore
STL,"750,000","750,000",Mackenzie MacEachern
CBJ,"750,000","725,000",Dean Kukan
NYI,"750,000","700,000",Devon Toews
MIN,"750,000","750,000",Carson Soucy
CGY,"750,000","730,833",Oliver Kylington
COL,"750,000","750,000",Vladislav Kamenev
WPG,"750,000","750,000",Luca Sbisa
TOR,"750,000","775,000","Petan, Nicolas"
DAL,"750,000","750,000",Justin Dowling
PIT,"750,000","750,000",Dominik Simon
WSH,"750,000","714,166",Jonas Siegenthaler
VEG,"750,000","750,000",Garret Sparks
ARI,"750,000","775,000",Conor Garland
PIT,"750,000","750,000",Teddy Blueger
PHI,"750,000","753,757",Chris Stewart
FLA,"750,000","750,000",Denis Malgin
COL,"735,000","735,000",Ryan Graves
LAK,"725,000","725,000",Joakim Ryan
VEG,"725,000","725,000",William Carrier
ARI,"725,000","725,000",Aaron Ness
ARI,"725,000","745,000",Kyle Capobianco
CGY,"715,000","715,000",Andrew Mangiapane
FLA,"715,000","715,000",Dryden Hunt
FLA,"708,750","708,750","Montembeault, Samuel"
TBL,"700,000","697,500",Erik Cernak
TOR,"700,000","694,444",Dmytro Timashov
SJS,"700,000","700,000",Dylan Gambrell
NYR,"700,000","700,000",Micheal Haley
BUF,"700,000","700,000",John Gilmour
TOR,"700,000","700,000",Martin Marincin
ANA,"700,000","697,500",Brendan Guhle
NSH,"700,000","675,000",Yannick Weber
TBL,"700,000","700,000",Luke Witkowski
TOR,"700,000","700,000",Jason Spezza
EDM,"700,000","720,000",Ethan Bear
SJS,"700,000","700,000",Jonny Brodzinski
VEG,"700,000","720,000",Nicolas Roy
PIT,"700,000","700,000",Chad Ruhwedel
FLA,"700,000","675,000","Brown, Joshua"
ANA,"700,000","700,000",Derek Grant
DET,"700,000","714,166",Filip Hronek
TBL,"700,000","700,000",Carter Verhaeghe
MIN,"700,000","700,000",Gabriel Dumont
VEG,"700,000","700,000",Deryk Engelland
ARI,"700,000","700,000",Eric Comrie
EDM,"700,000","700,000",Patrick Russell
OTT,"700,000","700,000",Scott Sabourin
NJD,"700,000","697,500",MacKenzie Blackwood
MIN,"700,000","700,000",Brad Hunt
SJS,"700,000","700,000",Patrick Marleau
DET,"700,000","825,000",Alex Biega
TBL,"700,000","728,333",Mathieu Joseph
MIN,"700,000","700,000",Gerald Mayhew
VEG,"700,000","716,667",Jake Bischoff
CGY,"700,000","700,000",Tobias Rieder
PIT,"700,000","700,000",Adam Johnson
TOR,"700,000","700,000",Michael Hutchinson
CGY,"700,000","700,000",Michael Stone
SJS,"700,000","700,000",Lukas Radil
WPG,"700,000","700,000",Anthony Bitetto
LAK,"700,000","675,000",Jack Campbell
COL,"700,000","728,333",Samuel Girard
PHI,"700,000","730,833",Carter Hart
TBL,"700,000","728,333",Anthony Cirelli
WPG,"700,000","700,000",Gabriel Bourque
NJD,"700,000","700,000",Matt Tennyson
PIT,"700,000","700,000",Joseph Blandisi
CAR,"700,000","675,000",Lucas Wallmark
WSH,"700,000","675,000",Tyler Lewington
DAL,"700,000","700,000",Joel Hanley
NJD,"700,000","700,000",Kevin Rooney
NYI,"700,000","700,000",Cole Bardreau
WSH,"700,000","700,000",Brendan Leipsic
TOR,"700,000","675,000",Justin Holl
DAL,"700,000","737,500",Taylor Fedun
LAK,"700,000","675,000",Kurtis MacDermid
TOR,"700,000","675,000",Frederik Gauthier
NYI,"700,000","700,000",Michael Dal Colle
PHI,"700,000","700,000",Samuel Morin
WSH,"700,000","750,000",Nic Dowd
PIT,"700,000","675,000",Tristan Jarry
LAK,"700,000","700,000",Michael Amadio
TOR,"700,000","700,000",Kevin Gravel
SJS,"700,000","700,000",Trevor Carrick
LAK,"700,000","700,000",Matt Roy
NSH,"700,000","675,000",Matt Irwin
