Tm,Salary,Cap Hit,Player
CBJ,"832,500","894,166",Pierre-Luc Dubois
TBL,"832,500","833,333",Mitchell Stephens
ARI,"832,500","821,666",Christian Fischer
NYR,"832,500","863,333",Brett Howden
WPG,"832,500","894,166",Jack Roslovic
CHI,"832,500","863,333",Dylan Strome
ARI,"832,500","885,833",Clayton Keller
NJD,"832,500","863,333",Michael McLeod
NYR,"832,500","863,333",Julien Gauthier
OTT,"832,500","863,333",Thomas Chabot
NYI,"832,500","863,333",Mathew Barzal
CHI,"832,500","863,333",Alexander Nylander
COL,"832,500","885,833",Tyson Jost
DAL,"832,500","894,166",Denis Gurianov
BOS,"832,500","863,333",Jake Debrusk
ANA,"832,500","863,333",Sam Steel
ANA,"832,500","894,166",Jacob Larsson
WPG,"825,000","775,000",Tucker Poolman
CHI,"817,500","775,833",Matthew Highmore
WPG,"817,500","767,500",Jansen Harkins
OTT,"805,000","755,000",Christian Jaros
WSH,"800,000","800,000",Travis Boyd
CHI,"800,000","778,333",Alex DeBrincat
NJD,"800,000","750,000",John Hayden
MTL,"800,000","800,000",Charles Hudon
MTL,"800,000","800,000",Christian Folin
EDM,"800,000","800,000",Tyler Ennis
DET,"800,000","800,000",Cody Goloubef
ANA,"800,000","750,000",Anthony Stolarz
DET,"792,500","759,167",Christoffer Ehn
CHI,"792,500","792,500",Lucas Carlsson
NYI,"792,500","786,666",Otto Koivula
OTT,"792,500","759,167",Rudolfs Balcers
BUF,"792,500","767,500",Victor Olofsson
PIT,"792,500","767,500",Sam Lafferty
CGY,"792,500","778,333",Dillon Dube
SJS,"792,500","836,667",Lean Bergmann
CBJ,"792,500","792,500",Jakob Lilja
LAK,"792,500","759,167",Austin Wagner
DET,"792,500","775,833",Gustav Lindstrom
NYR,"792,500","792,500",Alexandar Georgiev
FLA,"792,500","773,333",Riley Stillman
BUF,"792,500","759,167",Jonas Johansson
SJS,"785,000","768,333",Noah Gregor
NJD,"782,500","749,167",Jesper Bratt
CAR,"780,000","746,667",Warren Foegele
SJS,"780,000","763,333","True, Alex"
FLA,"775,000","775,000",Dominic Toninato
WPG,"775,000","741,667",Mason Appleton
VEG,"775,000","775,000",Brandon Pirri
BOS,"775,000","747,500",Jeremy Lauzon
CGY,"775,000","755,833",Rasmus Andersson
BOS,"775,000","750,000",Karson Kuhlman
STL,"775,000","722,500",Vince Dunn
CAR,"775,000","775,000",Anton Forsberg
EDM,"775,000","741,666",William Lagesson
SJS,"770,000","735,000",Jacob Middleton
LAK,"770,000","745,000",Sean Walker
TOR,"750,000","750,000",Denis Malgin
NYI,"750,000","700,000",Devon Toews
CHI,"750,000","725,000",Nick Seeler
ARI,"750,000","775,000",Conor Garland
WPG,"750,000","750,000",Nick Shore
CGY,"750,000","730,833",Oliver Kylington
PIT,"750,000","750,000",Dominik Simon
MTL,"750,000","750,000",Charlie Lindgren
NYR,"750,000","750,000",Greg McKegg
PIT,"750,000","750,000",Teddy Blueger
COL,"750,000","750,000",Vladislav Kamenev
DAL,"750,000","750,000",Justin Dowling
OTT,"750,000","750,000","Paul, Nicholas"
WSH,"750,000","714,166",Jonas Siegenthaler
ANA,"750,000","750,000",Michael Del Zotto
STL,"750,000","750,000",Troy Brouwer
TOR,"750,000","750,000",Calle Rosen
STL,"750,000","750,000",Mackenzie MacEachern
LAK,"750,000","775,000",Trevor Moore
FLA,"750,000","753,333",Aleksi Saarela
COL,"735,000","735,000",Ryan Graves
ARI,"725,000","725,000",Aaron Ness
CAR,"725,000","737,500",Alex Nedeljkovic
LAK,"725,000","725,000",Joakim Ryan
VEG,"725,000","725,000",William Carrier
CGY,"715,000","715,000",Andrew Mangiapane
FLA,"708,750","708,750","Montembeault, Samuel"
WSH,"700,000","750,000",Nic Dowd
PIT,"700,000","700,000",Chad Ruhwedel
COL,"700,000","700,000",Michael Hutchinson
SJS,"700,000","700,000",Brandon Davidson
OTT,"700,000","700,000",Marcus Hogberg
TBL,"700,000","700,000",Luke Schenn
CGY,"700,000","700,000",Michael Stone
PHI,"700,000","678,889",Philippe Myers
NJD,"700,000","700,000",Dakota Mermis
CAR,"700,000","700,000",Justin Williams
PIT,"700,000","700,000",Patrick Marleau
SJS,"700,000","700,000",Antti Suomela
TBL,"700,000","728,333",Anthony Cirelli
NSH,"700,000","700,000",Jarred Tinordi
CGY,"700,000","700,000",Zac Rinaldo
PHI,"700,000","700,000",Nicolas Aube-Kubel
NJD,"700,000","700,000",Kevin Rooney
PIT,"700,000","700,000",Zach Trotman
TOR,"700,000","675,000",Jack Campbell
NYR,"700,000","700,000",Phillip Di Giuseppe
NYI,"700,000","700,000",Michael Dal Colle
NJD,"700,000","700,000",Fredrik Claesson
NSH,"700,000","675,000",Colin Blackwell
NJD,"700,000","700,000","Jacobs, Josh"
LAK,"700,000","675,000",Kurtis MacDermid
SJS,"700,000","700,000",Stefan Noesen
OTT,"700,000","700,000",Scott Sabourin
DAL,"700,000","737,500",Taylor Fedun
BUF,"700,000","700,000",Curtis Lazar
CGY,"700,000","700,000",Tobias Rieder
ANA,"700,000","675,000",Matt Irwin
PHI,"700,000","700,000",Derek Grant
CBJ,"700,000","675,000",Nathan Gerbe
COL,"700,000","728,333",Samuel Girard
OTT,"700,000","700,000",Andreas Englund
LAK,"700,000","700,000",Martin Frk
BOS,"700,000","700,000",Anton Blidh
LAK,"700,000","700,000",Matt Roy
ANA,"700,000","697,500",Brendan Guhle
TOR,"700,000","675,000",Justin Holl
CBJ,"700,000","725,000",Stefan Matteau
EDM,"700,000","720,000",Ethan Bear
LAK,"700,000","700,000",Michael Amadio
DET,"700,000","714,166",Filip Hronek
MIN,"700,000","700,000",Gerald Mayhew
MTL,"700,000","700,000",Xavier Ouellet
EDM,"700,000","700,000",Patrick Russell
WPG,"700,000","700,000",Anthony Bitetto
MIN,"700,000","700,000",Brad Hunt
TOR,"700,000","700,000",Martin Marincin
EDM,"700,000","720,000",Caleb Jones
VAN,"700,000","700,000",Justin Bailey
LAK,"700,000","858,333","Petersen, Cal"
VEG,"700,000","700,000",Deryk Engelland
FLA,"700,000","675,000",Lucas Wallmark
PIT,"700,000","675,000",Tristan Jarry
WPG,"700,000","700,000",Gabriel Bourque
TOR,"700,000","675,000",Frederik Gauthier
ANA,"700,000","700,000",Andrew Agozzino
FLA,"700,000","675,000","Brown, Joshua"
PHI,"700,000","730,833",Carter Hart
NJD,"700,000","697,500",MacKenzie Blackwood
MIN,"700,000","700,000",Matt Bartkowski
VEG,"700,000","720,000",Nicolas Roy
WSH,"700,000","700,000",Brendan Leipsic
SJS,"700,000","675,000",Radim Simek
WPG,"700,000","700,000",Logan Shaw
TBL,"700,000","697,500",Erik Cernak
TOR,"700,000","700,000",Jason Spezza
DET,"700,000","694,444",Dmytro Timashov
SJS,"700,000","700,000",Dylan Gambrell
TBL,"700,000","700,000",Carter Verhaeghe
STL,"700,000","758,333",Jordan Kyrou
NSH,"700,000","675,000",Yannick Weber
DET,"700,000","825,000",Alex Biega
WSH,"350,000","350,000",Ilya Kovalchuk
